departure_id,hex_h3_r2,booked_ffe,booked_spot_total_freight,offered_ffe,rejected_ffe,rejected_ffe_vessel_sold_out,rejected_ffe_vessel_not_open,rejected_offer_value,rejected_offer_value_vessel_sold_out,rejected_offer_value_vessel_not_open,non_offer_ratio,hex_role
202605,823f1ffffffffff,0,0,0,28.5,0,28.5,12924.439438959824,0,12924.439438959824,1,destination
202606,821957fffffffff,0,0,0,1,0,1,0,0,0,1,destination
202605,8242e7fffffffff,0,0,0,15.5,1,14.5,0,0,0,1,destination
202604,821ec7fffffffff,0,0,0,54,11.5,42.5,1162.4696789908241,0,1162.4696789908241,1,destination
202605,821f0ffffffffff,5,6891,10,175.5,4.5,168,12828.865113874312,0,12828.865113874312,0.9460916442048517,destination
202605,822daffffffffff,0,0,0,3.5,0,3.5,0,0,0,1,destination
202602,821957fffffffff,0,0,11.5,494,0.5,488.5,13029.23253735627,0,12845.297607579045,0.9772502472799208,destination
202546,82611ffffffffff,0,0,0,10,0,0,2639.7119326033917,0,0,1,destination
202606,82194ffffffffff,0,0,0,11.5,0,11.5,0,0,0,1,destination
202602,820837fffffffff,0,0,0,3,0,3,50.44880928814339,0,50.44880928814339,1,destination
202605,8243affffffffff,0,0,0,17.5,2,15.5,0,0,0,1,destination
202604,82382ffffffffff,0,0,0,57.5,1.5,56,581.2348394954121,0,581.2348394954121,1,destination
202546,82601ffffffffff,0,0,0,1.5,0,0,395.9567898905088,0,0,1,destination
202548,826147fffffffff,0,0,0,1,0,0,67.78911411650553,0,0,1,destination
202604,823927fffffffff,0,0,1,46,2,44,1162.4696789908241,0,1162.4696789908241,0.9787234042553191,destination
202602,821847fffffffff,0,0,0,3.5,0,3,0,0,0,1,destination
202605,821e87fffffffff,0,0,0,53,0,53,0,0,0,1,destination
202604,821eaffffffffff,0,0,0,6,0,6,1162.4696789908241,0,1162.4696789908241,1,destination
202603,821867fffffffff,0,0,0,235.5,3.5,232,0,0,0,1,destination
202606,821f9ffffffffff,0,0,0,2.5,0,2.5,510.59131851851845,0,510.59131851851845,1,destination
202603,821127fffffffff,0,0,0,0.5,0,0.5,0,0,0,1,destination
202603,82384ffffffffff,0,0,1,62,0,62,0,0,0,0.9841269841269841,destination
202606,823f5ffffffffff,0,0,0,1,0,1,510.59131851851845,0,510.59131851851845,1,destination
202602,82195ffffffffff,0,0,25.5,327,13,305,124.03583963041211,0,101.26498691839964,0.9276595744680851,destination
202603,8208b7fffffffff,0,0,0,2.5,0,2.5,12.273273934518928,0,12.273273934518928,1,destination
202605,82391ffffffffff,6,15682,16,51.5,0,51,5432.841049093109,0,5432.841049093109,0.762962962962963,destination
202601,8208d7fffffffff,0,0,0,106,0,104,171.951330955517,0,168.70696622050724,1,destination
202606,82196ffffffffff,0,0,1,15,0,15,0,0,0,0.9375,destination
202546,823f37fffffffff,0,0,12.5,9.5,0,3.5,39.325411725789635,0,11.566297566408716,0.4318181818181818,destination
202603,823f37fffffffff,0,0,0,1,0,1,0,0,0,1,destination
202602,820887fffffffff,0,0,0,6,0,6,0,0,0,1,destination
202602,823927fffffffff,0,0,9.5,420.5,5.5,413,16.857960975156548,0,16.857960975156548,0.977906976744186,destination
202605,826007fffffffff,0,0,0,1,0,1,0,0,0,1,destination
202605,821f9ffffffffff,0,0,0,44,6,38,1723.25859186131,0,1723.25859186131,1,destination
202606,821f27fffffffff,0,0,0,1.5,0,1.5,0,0,0,1,destination
202605,821eb7fffffffff,0,0,0,7,0,7,861.629295930655,0,861.629295930655,1,destination
202604,821f27fffffffff,0,0,9.5,54,7,46,0,0,0,0.8503937007874016,destination
202604,82524ffffffffff,0,0,0,39,0,39,13062.558015642018,0,13062.558015642018,1,destination
202605,823827fffffffff,0,0,0,7.5,0,7.5,0,0,0,1,destination
202606,822db7fffffffff,0,0,0,8.5,0,8.5,1531.7739555555554,0,1531.7739555555554,1,destination
202546,823cc7fffffffff,0,0,0,9,0,0,2375.7407393430526,0,0,1,destination
202546,82184ffffffffff,0,0,1,0,0,0,0,0,0,0,destination
202604,82196ffffffffff,2,1999,25,324.5,39,280.5,23584.787015783077,0,21987.2121145921,0.9284692417739628,destination
202603,821847fffffffff,0,0,0,0.5,0,0,0,0,0,1,destination
202605,82089ffffffffff,0,0,0,4,0,4,0,0,0,1,destination
202606,821ed7fffffffff,0,0,0,1,0,1,510.59131851851845,0,510.59131851851845,1,destination
202605,8243a7fffffffff,0,0,2,125.5,8,117.5,0,0,0,0.984313725490196,destination
202605,823e6ffffffffff,0,0,0,56,5,51,0,0,0,1,destination
202601,820887fffffffff,0,0,0,70.5,0,70.5,481.434411093348,0,481.434411093348,1,destination
202606,82195ffffffffff,0,0,1,2,0,2,0,0,0,0.6666666666666666,destination
202605,823cf7fffffffff,0,0,0,7,1,6,0,0,0,1,destination
202603,823f4ffffffffff,0,0,0,25.5,1,24.5,0,0,0,1,destination
202605,823877fffffffff,0,0,0,5.5,0,5.5,0,0,0,1,destination
202605,82346ffffffffff,0,0,0,0.5,0,0.5,0,0,0,1,destination
202605,82184ffffffffff,0,0,0,4.5,0,4.5,0,0,0,1,destination
202604,821fa7fffffffff,0,0,0.5,78.5,14,64.5,216.1796304274825,0,216.1796304274825,0.9936708860759493,destination
202605,821f27fffffffff,0,0,4,12.5,0,12.5,510.0784993745987,0,510.0784993745987,0.7575757575757576,destination
202605,821e9ffffffffff,0,0,0,7,0,7,0,0,0,1,destination
202605,8253affffffffff,0,0,0,30.5,6.5,24,0,0,0,1,destination
202604,821e87fffffffff,0,0,0,152,1.5,150.5,8137.287752935769,0,8137.287752935769,1,destination
202606,821ec7fffffffff,0,0,0,1,0,1,null,null,null,1,destination
202606,823cc7fffffffff,0,0,0,1,0,1,null,null,null,1,destination
202606,823957fffffffff,0,0,0,3,0,3,null,null,null,1,destination
202607,82608ffffffffff,0,0,0,1,0,1,null,null,null,1,destination
202606,8242c7fffffffff,0,0,0,9,0,9,null,null,null,1,destination
202606,821ea7fffffffff,0,0,0,1,0,1,null,null,null,1,destination
202606,823827fffffffff,0,0,0,2,0,2,null,null,null,1,destination
202606,821e87fffffffff,0,0,0,5.5,0,5.5,null,null,null,1,destination
202606,823937fffffffff,0,0,0,1.5,0,1.5,null,null,null,1,destination
202606,82184ffffffffff,0,0,0,0.5,0,0.5,null,null,null,1,destination
202606,823987fffffffff,0,0,0,1,0,1,null,null,null,1,destination
202606,82382ffffffffff,0,0,0,1.5,0,1.5,null,null,null,1,destination
202606,82611ffffffffff,0,0,0,2.5,0,2.5,null,null,null,1,destination
202606,8239affffffffff,0,0,0,3.5,0,3.5,null,null,null,1,destination
202606,821eeffffffffff,0,0,0,3.5,0,3.5,null,null,null,1,destination
202550,82382ffffffffff,122.5,726531,672,5284.5,3461.5,1532,656600.7163115776,383606.7174904861,240420.46524480675,0.8871820700075548,destination
202550,823f5ffffffffff,55,183294,2250,11552,8685,1879,834687.5690848638,627549.8468101298,162890.46610408672,0.836980147804666,destination
202550,821e17fffffffff,207,810980,3869,9695,5555.5,3115.5,764923.4171118372,409647.80001807667,274451.86976972164,0.7147596579180183,destination
202550,821f0ffffffffff,1026,3014933,26645.5,46901,31485.5,10887.5,1406176.7518481733,829042.8229739692,463117.06388534786,0.6377053972656754,destination
202552,823877fffffffff,387.5,2404963,1101,1700,592.5,1102.5,362109.7752088424,139291.92476464997,221761.2814196866,0.6069260978222063,destination
202552,821e87fffffffff,25.5,73311,809.5,4590,2723.5,1845.5,660204.5389092859,325008.1547977695,332819.19697648496,0.8500787109917585,destination
202549,822c27fffffffff,130,518174,3836,12469.5,8543,3068,795937.7635398267,536210.885598224,213815.2090706997,0.7647419582349514,destination
202552,82346ffffffffff,9,27547,126.5,1653,1271,381,293680.184494067,217281.681127613,76236.55095368254,0.9289126159033436,destination
202552,823f17fffffffff,149.5,744903,1679,5436,3018.5,2346.5,1654557.5092149165,940652.2871341899,694959.7247152866,0.7640196767392832,destination
202549,821ea7fffffffff,218,904695,4222.5,11242,5542.5,3156.5,829153.3018425086,370143.87826893374,251979.76165123712,0.7269552846842768,destination
202548,8239affffffffff,202,865532,4906.5,9267,7487,406.5,507724.9147254699,415928.0955707621,17339.60273178687,0.6538258016721347,destination
202550,823867fffffffff,0,0,30.5,5217.5,3390,1516,427274.6048119623,263837.7081967798,137045.3447489529,0.9941882621951219,destination
202549,823867fffffffff,74.5,443667,176,4443.5,2945,980,1438435.2405007845,960003.9021690907,431838.69207038265,0.9619006385972508,destination
202552,821f0ffffffffff,426,1211403,8629,16983,8939,7536,930781.830252363,423798.62141298474,467765.0948299343,0.6630876151803842,destination
202552,821957fffffffff,27,90310,856,766.5,525,233,127020.29233335222,116447.4470721898,10410.532049575942,0.4724191063174114,destination
202604,822c27fffffffff,0,0,1,705,202.5,497,257701.21459332103,87422.95597296917,170228.52870425195,0.9985835694050992,destination
202551,823827fffffffff,3.5,17518,336,3491,2732,662.5,183003.22882399458,150357.29138988958,28334.763678862113,0.912202769793572,destination
202552,821eeffffffffff,92,397457,2216,14291,7176.5,6968,2452352.626782916,1212204.3239953164,1219278.9058511602,0.8657539225783001,destination
202602,8243a7fffffffff,468,783063,1846.5,2621,674,1724,193201.63855983492,59335.57874973443,112896.53035599239,0.5866815892557359,destination
202552,823827fffffffff,14.5,79453,145.5,3948.5,2165,1782.5,869301.8794030938,479086.53188378416,389881.04852326773,0.9644601856375183,destination
202551,823e67fffffffff,210,798932,4973,8231,5421.5,2057.5,403029.9690493031,278900.70453094714,92983.95455084114,0.6233717055437746,destination
202552,822da7fffffffff,87,333765,1853,9913,5785,4068,1681705.5432484099,801773.623539176,871593.5770386063,0.8425123236443991,destination
202552,821fa7fffffffff,178.5,436633,3087,4539.5,2037,2398.5,249521.7209895679,124212.36157238139,120650.86506507691,0.5952271684258834,destination
202548,8242dffffffffff,66.5,119283,431,869.5,539.5,2.5,158917.74001070467,112597.83837201951,401.60411687260114,0.6685890042291427,destination
202550,823f17fffffffff,223,925759,3517.5,15225,8743.5,5918.5,2758622.9356990634,1296400.0121929648,1410698.6610626648,0.8123249299719888,destination
202550,8243a7fffffffff,146.5,317025,2296.5,3071.5,2458,48,281542.44718789647,240631.48270290392,2145.143688581661,0.5721870342771982,destination
202551,8242c7fffffffff,191.5,272770,1422.5,3299,2698,194.5,164281.80634588335,143318.22294041977,5454.194609955666,0.6987186275548025,destination
202550,823e67fffffffff,211.5,710123,5122,13282.5,8043,3726,1092385.9010100085,659743.1347093275,319020.41755260166,0.7216984976500312,destination
202549,821e5ffffffffff,14,67551,393,8314,5193,2864,596451.166244401,336158.78964879573,242933.91540497637,0.9548639026070977,destination
202548,823e67fffffffff,226,721828,3690,8002,6433.5,254.5,473815.28293968865,382952.14359544776,13069.93952498774,0.6843995894628806,destination
202552,82382ffffffffff,4.5,28670,105,3779,2024,1751,805314.1502522342,421858.13911854214,382723.9449392849,0.9729660144181257,destination
202549,82382ffffffffff,38.5,240615,500.5,4317.5,2776,1403,480193.8959570017,299305.74584636174,170105.59056934153,0.8961187214611872,destination
202548,821ea7fffffffff,291,1111920,5011,7850,5630.5,369,610337.6542144612,464176.81463380955,24201.58840720883,0.6103724438224088,destination
202552,823f5ffffffffff,63,185726,1043,4689,3379.5,1259,646509.524244845,426261.71562376345,212869.02215259467,0.8180390788555478,destination
202550,823e6ffffffffff,35,113449,228.5,1021,925.5,3,156923.3349466648,145133.78319841548,1912.0085681734047,0.8171268507402961,destination
202551,823f5ffffffffff,34.5,114506,1819.5,7532.5,6289,1125.5,448218.9568791881,399783.9757791262,43734.63623604697,0.8054426860564585,destination
202548,823f17fffffffff,275.5,1178493,2684,9507.5,8617.5,352,1330121.0782886473,1229591.4774937872,48258.53838018994,0.77984661444449,destination
202552,821f9ffffffffff,75,260262,2105,2863,1252,1399,479789.990771887,218876.0008874941,228303.79060404765,0.5762882447665056,destination
202552,823867fffffffff,12,48060,88,2166.5,1081.5,933.5,480191.4770170228,238243.95409231455,217411.73238986987,0.960966954978931,destination
202549,8243a7fffffffff,109,239495,2095,2613,1840.5,21.5,179685.92509103613,160502.46415854202,520.8347567418919,0.5550127442650807,destination
202551,821e5ffffffffff,7.5,49733,288.5,6156,4797.5,1341,305389.20317020547,245813.83872413085,58608.71402404614,0.9552331445418574,destination
202549,822db7fffffffff,369,1162049,5386.5,23602,16751,4627.5,1611165.2331593505,1114551.0046643475,366919.6261073274,0.8141849354054194,destination
202601,821ecffffffffff,5,15074,366.5,4085,1276.5,2794.5,129786.77760614292,86937.4869815209,42758.25607514073,0.917668201729754,destination
202552,822c27fffffffff,139,482359,1884,5863.5,3000.5,2786.5,1096357.4379346923,551418.6731567294,535902.2334415918,0.7568247821878025,destination
202547,821f0ffffffffff,97.5,261953,5540,19997,15374.5,73.5,261076.42967052353,216952.64941849763,1642.1185631341978,0.7830598739084466,destination
202550,822db7fffffffff,471,1570501,6708,24788,16887.5,6174,2569094.071147882,1648239.781421216,766579.7063847568,0.7870205740411481,destination
202551,822da7fffffffff,102.5,355790,7672,11287,7279.5,3604.5,372350.7284552543,251345.14427129846,96658.86423891912,0.59533730681998,destination
202603,823f17fffffffff,3,9545,10,235.5,85,149.5,108182.48459408454,87666.18162082681,20516.302973257738,0.9592668024439919,destination
202550,821e5ffffffffff,16,85357,343,9274.5,6053,2939.5,780000.167553519,459113.64211262827,298691.3352307038,0.9643358461138549,destination
202552,821e5ffffffffff,48.5,227310,996.5,4728,3121.5,1601.5,751676.0086008478,499063.2310744069,251831.07596450954,0.825923661455149,destination
202548,821e5ffffffffff,0,0,114,5046,4658.5,108.5,291558.86987980217,264564.02749337605,7797.979539081785,0.977906976744186,destination
202548,8242c7fffffffff,135.5,171819,648.5,1965.5,1265.5,11.5,408567.9679495091,335427.24848860234,4324.36730880988,0.7519127773527161,destination
202548,823f1ffffffffff,135.5,552246,1156.5,1979.5,1703,43.5,255524.6410577354,235106.1959476037,2708.773591516481,0.631218112244898,destination
202550,821ea7fffffffff,256,930303,5757.5,11317.5,5907.5,3462.5,794452.2978992644,391468.94479791465,266293.224341856,0.6628111273792093,destination
202550,823f67fffffffff,24.5,87786,1809.5,4813,2924,1495,330918.84119617584,180762.28239601216,123464.78173109487,0.7267648169120423,destination
202548,821f77fffffffff,37,79237,888,2350.5,1917.5,8,79644.43867675944,70350.56416497189,361.3479045057726,0.7257989810097267,destination
202549,823927fffffffff,59.5,208380,1656.5,3780,2598.5,875,253458.65618735357,170059.7870378932,68166.14073975585,0.6953002851099053,destination
202604,822da7fffffffff,0,0,0,715.5,83.5,632,393205.3689186463,43883.23038190362,349322.13853674266,1,destination
202548,821e17fffffffff,235,920872,4456.5,5009,3430.5,339.5,302165.4537420688,212481.21059401706,15585.4329067017,0.529184934763087,destination
202552,82384ffffffffff,36,156285,682.5,1470.5,688,753,204735.53310253672,93155.01423662469,105784.56145059955,0.683000464468184,destination
202550,823927fffffffff,116,413616,2083,4049.5,2285.5,1338,300243.9221953193,150258.4980885864,123566.58449540203,0.6603342845495311,destination
202550,821ec7fffffffff,20,61746,1394.5,7123,4488,2175.5,548758.5092667111,317127.8772493354,205301.1281038237,0.8362782506604051,destination
202551,82382ffffffffff,4,16715,87,6044.5,4928.5,1088,287583.9554438431,239158.7167482902,47138.8722963786,0.9858109761069885,destination
202604,822d37fffffffff,0,0,0,265,84,164,86894.60850456411,27899.272295779778,58995.33620878433,1,destination
202547,8243a7fffffffff,17,34047,270,1543,997.5,3.5,105537.51286739581,79760.74668446116,220.50114900425578,0.8510755653612796,destination
202548,82194ffffffffff,802.5,2104519,10065.5,7618,5276,189,202030.04992434272,157446.56683242723,4417.538453252529,0.4307970707156389,destination
202551,821ed7fffffffff,6.5,34363,759.5,3026.5,2745.5,272,153165.30241123313,141876.91754313826,10889.096817281721,0.7993924986793449,destination
202603,822da7fffffffff,0,0,0,1177,708.5,468.5,57045.16135015932,37824.64038443767,19220.52096572166,1,destination
202549,821e87fffffffff,16.5,65131,893,8889.5,6928,1355.5,491290.755351357,356668.1823969254,103771.69150104925,0.9087145412726808,destination
202551,823867fffffffff,0,0,84,4020.5,3222,585,187992.3628403238,153554.91749411664,25809.25395226752,0.9795346570836886,destination
202548,821f17fffffffff,604.5,1781929,10237,10002,6810.5,189.5,290703.2559380209,221263.45055602322,4304.966250912437,0.49419437719254905,destination
202549,821ecffffffffff,96,351602,5242,11800.5,7706,2278,568978.6836323352,370226.85906548984,138099.13850736583,0.692416018776588,destination
202549,821edffffffffff,26,97773,2350.5,5238,4043.5,771.5,262773.5740121684,195603.2239648079,48787.50911183044,0.6902549911049615,destination
202548,823f5ffffffffff,73.5,242193,2077,6273,5382,140.5,316425.6049135304,274335.8435167054,6449.446760618515,0.7512574850299402,destination
202550,821ecffffffffff,74,246876,4601.5,13126.5,8102,3881,793861.1180691456,447340.6715782862,287468.06089596445,0.7404388537906137,destination
202552,821ed7fffffffff,6,33228,173,1376,672.5,695.5,286255.83648819843,145268.80259696278,139676.14414889895,0.8883150419625565,destination
202548,823867fffffffff,82.5,425188,433.5,1469.5,1086.5,29.5,116245.59741839631,91136.39115227506,1674.6760214972874,0.7722017866526537,destination
202551,8242dffffffffff,121,272305,815,1038.5,874,113.5,62846.69039262462,58799.61590813937,2060.087620749546,0.560291340706771,destination
202549,822da7fffffffff,109,339539,6837.5,16145.5,10151,3680.5,737348.8129805581,433296.5907392718,197589.07826382335,0.7024974981508071,destination
202549,823947fffffffff,77.5,282086,3877,4888,2962.5,1307.5,244873.42199458947,141428.19441066252,80301.56853842447,0.5576725613234456,destination
202547,8239affffffffff,37,159325,3099,5546.5,3980,33,94227.75885147073,73965.06914696221,431.0408528253755,0.6415476259325661,destination
202551,821e17fffffffff,121.5,537451,3398.5,4735,2912,1592,200582.46934297917,128342.44607343299,63763.00256870839,0.5821602016352124,destination
202552,821e17fffffffff,70.5,303057,1457.5,4285,680,3520.5,854878.5350875898,119984.42406612114,726064.6335534482,0.7461906835002177,destination
202550,821f77fffffffff,107,216026,2210.5,3387.5,2620.5,409.5,106125.46474222875,87831.27660192373,10488.994542192371,0.6051268310110753,destination
202603,82536ffffffffff,6,23382,57.5,83,45,26,43680.18159260919,33740.75998821769,9735.663332164992,0.5907473309608541,destination
202549,823e6ffffffffff,14,42734,80.5,758,576,4,78555.0308344657,58961.73383060232,284.5254368525941,0.9039952295766249,destination
202547,823f17fffffffff,15.5,65504,647,5010.5,4497.5,29.5,130283.74528712827,116173.23987927112,833.1250908779313,0.8856385329209014,destination
202548,821ecffffffffff,92.5,332966,4136,7897.5,6066,325,333747.53024480975,251787.08539427246,13107.25876582032,0.6562928491295135,destination
202551,82346ffffffffff,5,17769,180,1718.5,1540.5,167.5,83567.43705557327,76092.74791695016,7074.718074573323,0.9051883065578088,destination
202602,8242c7fffffffff,73.5,97450,1052,2030,905.5,1008.5,52972.50533087695,25905.89543357387,26377.386615208554,0.6586632057105776,destination
202552,82386ffffffffff,47,230097,884,1722,504.5,1137,305876.2704604366,100331.84577266524,191095.3603241475,0.6607828089025326,destination
202549,821f77fffffffff,83,125903,1841,3265.5,2465,282,75188.37881503413,58951.935431645805,4431.413919386114,0.6394790952707334,destination
202601,821f0ffffffffff,169,278401,774.5,12531.5,1329.5,11116.5,159790.46272811413,28821.964946193813,130552.28666639871,0.9417931760108221,destination
202550,82618ffffffffff,18,29450,486,2096,1807,72.5,103301.1758627562,91370.67069687117,4876.361359594172,0.8117738187451587,destination
202547,821eeffffffffff,28.5,120710,2898,7295,6316,72.5,86891.87502818949,73609.52124210326,711.0687643041342,0.7156872363386638,destination
202549,82194ffffffffff,381,1025940,10697,13824.5,7127,4118.5,270997.39800965704,151250.598002527,66629.55839468399,0.5637705686846237,destination
202552,8253affffffffff,26,95128,182,453.5,350,18,47344.148974910066,34886.46192273732,2582.6206801931435,0.7136113296616837,destination
202549,821eb7fffffffff,46.5,162325,1861.5,2589,1735.5,573.5,131590.00706579967,80446.70434460427,40103.854595216704,0.5817323896191439,destination
202551,821ecffffffffff,70,243349,5150.5,7937.5,5378.5,2293.5,266525.2806437896,183943.00042105612,74006.10285843596,0.606471577017115,destination
202549,8242c7fffffffff,101.5,151057,971,2826,1894.5,4.5,104155.66717026812,79637.83092759662,83.33442551385488,0.744271793521201,destination
202550,82608ffffffffff,113.5,181090,1305.5,1722,1486.5,23,98037.55622476959,83479.87157383708,1876.4458133121216,0.5687861271676301,destination
202552,822daffffffffff,17.5,55413,639.5,1132.5,526,602,174820.86710712913,61655.80659086241,112937.14694998095,0.6391083521444695,destination
202551,82196ffffffffff,611.5,1653571,16621.5,11050.5,5515.5,4395.5,183091.97986837014,60588.15444148719,103849.61281045702,0.39933868169991327,destination
202547,8242c7fffffffff,4.5,9599,246.5,1309.5,822,2,65496.35408869847,45878.14991292283,135.2638021711561,0.8415809768637532,destination
202550,82194ffffffffff,594.5,1683299,12175.5,12801,6710,4140,317447.13186437014,145127.8604920014,128299.10151620112,0.5125217704642364,destination
202547,823827fffffffff,0,0,56,2662.5,2543.5,3,44936.814558735015,42926.429014009336,49.63969788541221,0.979400404634909,destination
202552,822d37fffffffff,22,83840,1119.5,3611.5,1403.5,1456.5,571269.597720918,179381.52555892966,275127.97749636456,0.7633692665398436,destination
202551,821ec7fffffffff,57.5,158999,1432.5,5200.5,3723.5,1360,235003.68790738986,172715.16862420726,58390.253172545534,0.7840343735866124,destination
202548,82386ffffffffff,150.5,791959,3063,1857,967.5,119.5,97170.02965020087,55260.71583800925,4216.322677487593,0.3774390243902439,destination
202552,821f17fffffffff,330.5,1001302,6763,7462,2631,4322.5,410238.8515366507,94508.091249303,294624.69793564203,0.5245694200351494,destination
202546,8243a7fffffffff,0,0,3,282.5,131,0,71969.51769338103,34580.22631710443,0,0.989492119089317,destination
202550,821f17fffffffff,689,2050341,15706,17497,9428.5,5210,401813.2531793603,168250.73932215967,177934.82929480978,0.5269704544770051,destination
202548,82346ffffffffff,11.5,41304,174.5,1311,1164,48.5,88551.52563201282,78822.51414428966,3738.4600129826704,0.8825311342982161,destination
202605,822c27fffffffff,0,0,0,80,23,57,61175.6800110765,18955.84451047441,42219.835500602094,1,destination
202551,82396ffffffffff,51,199590,2250.5,5342,4332,932,211919.5315381175,174193.69695878922,33952.406769999594,0.7035890681593678,destination
202548,82384ffffffffff,41.5,220257,1442,1940.5,1535,72.5,100619.53571890111,78429.08342221554,2817.030606618967,0.5736881005173688,destination
202601,823f67fffffffff,1,2059,128,1463.5,572.5,888,25497.962146681504,19694.764509059085,5663.944336894427,0.9195727301288092,destination
202550,82391ffffffffff,200,676933,3974,4702.5,2756,1117.5,299741.738315816,154595.67619016604,93079.95647269812,0.5419812136230047,destination
202550,822d37fffffffff,57,227538,1892,7826.5,4183.5,2361,595985.3270410184,272242.64888865943,217096.1276014478,0.8053197509903792,destination
202551,823957fffffffff,140,506270,6196,4454,3296.5,754.5,152536.05765308315,112181.86015015277,21093.032689286883,0.41821596244131454,destination
202552,821eb7fffffffff,25,63130,535,1229,582.5,638.5,190949.08204524496,80677.35866236691,108852.75604933558,0.6967120181405896,destination
202549,821f17fffffffff,438.5,1368948,12870.5,15958,8391,4409,296249.3829147089,137974.71878005363,84902.89112389463,0.5535494389232877,destination
202552,82196ffffffffff,278,694535,6692.5,7991,2137.5,5280,327742.3987246137,73101.3158416412,232597.92910089105,0.5442162972043451,destination
202552,823e6ffffffffff,16,51556,229.5,599.5,530,40.5,34398.5131980105,30675.65124694839,1908.3987456028108,0.7231604342581424,destination
202546,82524ffffffffff,2,4654,3,61.5,37,0,34599.155578801474,22542.535676399937,0,0.9534883720930233,destination
202550,823957fffffffff,267.5,890022,6069.5,5818,2583,1800,574244.3086437508,148998.42135491455,134360.7766932763,0.4894216614090431,destination
202548,823947fffffffff,116.5,376292,2470.5,3195,1969.5,293.5,173906.45999917586,112081.0724360445,12359.826154461249,0.5639396346306592,destination
202551,821f77fffffffff,211.5,299276,3589,3050,2568.5,322,48375.44561197033,38314.079249686496,8288.392182451968,0.4594065371290857,destination
202605,822da7fffffffff,0,0,0,166,29,137,129244.39438959824,20679.10310233572,108565.29128726252,1,destination
202549,82618ffffffffff,2.5,5540,156.5,1683,1270,70,79011.97798988137,66783.8956713954,1948.08914691334,0.9149225332970916,destination
202550,823947fffffffff,122.5,439501,5144.5,5137,2288.5,1988,305647.57334533,121556.24866517745,145476.11004023332,0.49963526722754464,destination
202549,821867fffffffff,60,172748,3861.5,6969.5,4056.5,2036.5,98984.92387572215,53194.10732298839,35420.153990898245,0.6434770565968054,destination
202549,82611ffffffffff,0,0,48.5,1149.5,943,8.5,64133.08619612743,54624.947701208184,492.74108828206363,0.9595158597662772,destination
202547,823e67fffffffff,43.5,124301,1711.5,4434.5,3431,54,84884.60209932875,67035.09317517687,882.0669185751711,0.7215261958997722,destination
202551,8253affffffffff,10,30249,97,658,588.5,31,52501.25758814826,46465.123720789095,2905.2987737104113,0.871523178807947,destination
202550,821eb7fffffffff,68,223855,2182,2809.5,1691,837.5,172439.36300717192,87498.21153396515,70991.18977259565,0.5628568566563157,destination
202549,82196ffffffffff,381.5,1038934,17728.5,16020,6414,5749,206340.6541397536,89364.56952429665,82072.208209886,0.4746877639006178,destination
202551,82611ffffffffff,1,2786,284.5,1173,1092,51.5,37738.03089940935,35239.66389062378,714.4963876439966,0.8048027444253859,destination
202550,82611ffffffffff,5,5663,304.5,1442.5,1294,8.5,68994.38431630158,62036.790063806955,421.30413710260063,0.8257012020606754,destination
202547,822c27fffffffff,23,83857,2356.5,4502,3650.5,12.5,51571.797285628636,41774.01227696806,164.81224698100462,0.6564117518407815,destination
202547,821edffffffffff,8,27530,797,1880,1166,244,36180.61778215566,24865.27754340186,4163.645753389444,0.7022786701531565,destination
202550,82384ffffffffff,49,203226,1690,2928,1567.5,874,184411.6858246347,85411.59767681906,74629.81905475087,0.6340407102641836,destination
202550,82196ffffffffff,517.5,1389304,17729.5,17332,6884,7016,359170.660437435,111372.41844217903,191842.81041180683,0.49433138913052777,destination
202552,823987fffffffff,12.5,31294,969.5,621.5,381.5,238.5,78719.37269841916,40960.76831834557,37453.22996529589,0.390634820867379,destination
202550,823987fffffffff,11.5,38521,574.5,1341.5,970,273.5,92287.57828177989,56631.91675753674,28651.876409192337,0.7001565762004175,destination
202548,823937fffffffff,41.5,134776,1026.5,1245,820.5,58.5,69690.64609994159,44148.18094815927,3565.001629175832,0.5480959718247854,destination
202547,822db7fffffffff,76.5,217182,2387.5,6705.5,5349,21.5,123259.82430480354,98057.94362190933,455.1587568169072,0.7374353898603321,destination
202548,823f4ffffffffff,40,162352,810.5,900,707.5,35.5,50648.77620303421,41001.22499620682,1901.3562548941854,0.5261619409529378,destination
202547,8242dffffffffff,8.5,17474,87.5,612.5,336,0,30546.770037304854,19529.718669784364,0,0.875,destination
202549,823877fffffffff,44,267877,603,1336,416,637,120758.29779427088,34434.315416851874,60085.22567839836,0.6890149561629706,destination
202547,82196ffffffffff,106.5,329426,5707,6385,2484,21,69666.40323262343,32700.433556375236,198.98965217580061,0.5280350645054581,destination
202547,821e5ffffffffff,0,0,0,3381,3223,9.5,58860.955923198846,55833.684437269854,262.7983963256602,1,destination
202552,8242dffffffffff,91.5,199783,706.5,1007.5,728,145.5,51656.27057382885,32427.401967453865,5114.282370100916,0.5878063010501751,destination
202546,822c97fffffffff,0,0,0,91.5,48.5,0,24153.364183321035,12802.60287312645,0,1,destination
202550,82386ffffffffff,110,548926,2780,3067.5,1036,1384,204316.6346189547,52916.615634031026,118788.37271915223,0.5245831551945276,destination
202550,823937fffffffff,32,97899,1259,1956.5,1006.5,576.5,143040.55468256946,64227.968435887546,49286.137239320735,0.6084590265899549,destination
202550,820987fffffffff,39,133041,444.5,1614,431,158,46118.86726999749,11458.487831902303,5187.567576612898,0.7840660675248967,destination
